date,code,name,open,high,low,close,volume,amount,MA5,MA10,MA20
2025-03-11,399006,,2172.179,2204.03,2171.267,2204.03,22092783100.0,0,2206.853,2211.5983,2217.46485
2025-03-12,399006,,2211.146,2214.973,2191.099,2191.268,26604450431.0,0,2207.0341999999996,2203.9036,2217.44025
2025-03-13,399006,,2189.469,2200.91,2154.949,2166.004,25042274557.0,0,2193.2972,2194.8532,2216.9326499999997
2025-03-14,399006,,2165.532,2233.83,2161.89,2226.716,26586008830.0,0,2197.579,2200.4856,2217.5035500000004
2025-03-17,399006,,2230.854,2233.333,2212.018,2215.127,24550517179.0,0,2200.629,2202.3458,2216.9291500000004
2025-03-18,399006,,2225.204,2242.217,2215.373,2228.644,23840841482.0,0,2205.5518,2206.2023999999997,2219.2326500000004
2025-03-19,399006,,2221.602,2237.95,2208.256,2222.347,22968095475.0,0,2211.7676,2209.4009,2219.0009
2025-03-20,399006,,2220.496,2221.606,2198.375,2200.032,23583954503.0,0,2218.5732,2205.9352,2217.7232999999997
2025-03-21,399006,,2193.361,2201.417,2149.091,2152.279,26088641653.0,0,2203.6858,2200.6324,2211.26165
2025-03-24,399006,,2154.67,2160.464,2125.129,2152.555,24385877842.0,0,2191.1714,2195.9002,2205.5772
2025-03-25,399006,,2154.204,2165.015,2136.607,2145.479,19869731524.0,0,2174.5384,2190.0451,2200.8217
2025-03-26,399006,,2143.119,2157.78,2139.902,2139.902,18420319141.0,0,2158.0494,2184.9085,2194.40605
2025-03-27,399006,,2130.489,2165.16,2117.755,2145.095,19171687867.0,0,2147.062,2182.8176,2188.8354
2025-03-28,399006,,2140.066,2152.398,2128.209,2128.209,17955464086.0,0,2142.2479999999996,2172.9669000000004,2186.7262499999997
2025-03-31,399006,,2117.885,2123.872,2087.129,2103.699,18606140083.0,0,2132.4768,2161.8241000000003,2182.08495
2025-04-01,399006,,2108.455,2127.538,2100.297,2101.878,17136825804.0,0,2123.7565999999997,2149.1475,2177.67495
2025-04-02,399006,,2103.387,2121.555,2097.824,2104.625,15132911479.0,0,2116.7012000000004,2137.3752999999997,2173.3881
2025-04-03,399006,,2078.146,2097.67,2057.634,2065.403,16397924585.0,0,2100.7627999999995,2123.9124,2164.9238
2025-04-07,399006,,1925.641,1939.269,1756.64,1807.206,30407557575.0,0,2036.5621999999998,2089.4051,2145.01875
2025-04-08,399006,,1837.544,1877.441,1812.128,1840.312,25668214136.0,0,1983.8847999999998,2058.1808,2127.0405
2025-04-09,399006,,1805.464,1872.929,1777.248,1858.356,27945229735.0,0,1935.1803999999997,2029.4685000000002,2109.7568
2025-04-10,399006,,1920.64,1944.102,1897.335,1900.528,25668684963.0,0,1894.3609999999996,2005.5310999999997,2095.2198
2025-04-11,399006,,1885.855,1943.435,1884.599,1926.37,20237823723.0,0,1866.5543999999998,1983.6586,2083.2380999999996
2025-04-14,399006,,1954.049,1956.156,1928.633,1932.913,19193506347.0,0,1891.6958,1964.1289999999997,2068.5479499999997
2025-04-15,399006,,1933.886,1940.747,1918.436,1930.399,16842254976.0,0,1909.7131999999997,1946.7990000000002,2054.3115499999994
2025-04-16,399006,,1918.029,1919.093,1879.776,1907.109,17049971365.0,0,1919.4638,1927.3221,2038.2348000000002
2025-04-17,399006,,1893.017,1923.53,1892.474,1908.776,15001282078.0,0,1921.1133999999997,1907.7372,2022.55625
2025-04-18,399006,,1904.994,1917.593,1898.78,1913.97,14686095279.0,0,1918.6334,1892.5938999999998,2008.25315
2025-04-21,399006,,1910.904,1947.562,1901.813,1944.318,16743253700.0,0,1920.9144000000001,1906.3051,1997.8551
2025-04-22,399006,,1933.832,1939.688,1923.374,1928.432,17145814898.0,0,1920.521,1915.1171,1986.64895
2025-04-23,399006,,1950.435,1962.678,1935.681,1949.162,19999589043.0,0,1928.9316,1924.1977,1976.8330999999998
2025-04-24,399006,,1946.23,1958.216,1930.902,1935.858,18154588432.0,0,1934.348,1927.7307,1966.6308999999997
2025-04-25,399006,,1941.815,1960.634,1937.706,1947.186,16997550933.0,0,1940.9912,1929.8123,1956.7354499999997
2025-04-28,399006,,1951.16,1951.16,1930.064,1934.457,16239196038.0,0,1939.0189999999998,1929.9667000000002,1947.0478500000002
2025-04-29,399006,,1929.272,1941.175,1923.856,1931.942,15966456284.0,0,1939.721,1930.1209999999999,1938.4600000000003
2025-04-30,399006,,1936.122,1954.623,1931.836,1948.03,16629885574.0,0,1939.4946,1934.2131000000002,1930.7676
2025-05-06,399006,,1966.968,1988.051,1964.458,1986.409,20452047955.0,0,1949.6047999999998,1941.9764000000002,1924.8568
2025-05-07,399006,,2024.301,2035.474,1982.374,1996.51,23653504827.0,0,1959.4696,1950.2304,1921.41215
2025-05-08,399006,,1994.052,2036.101,1991.655,2029.452,20799499536.0,0,1978.4686000000002,1958.7438000000002,1932.5244500000001
2025-05-09,399006,,2028.427,2028.427,2004.477,2011.767,19203420690.0,0,1994.4335999999998,1967.0773000000002,1941.0972000000002
2025-05-12,399006,,2042.902,2066.313,2038.336,2064.714,19483071725.0,0,2017.7703999999999,1978.6325000000002,1951.4151000000002
2025-05-13,399006,,2091.349,2091.349,2058.741,2062.261,19752887576.0,0,2032.9407999999999,1991.2728,1959.50175
2025-05-14,399006,,2062.274,2103.369,2051.823,2083.142,19329189521.0,0,2050.2672,2004.8684,1967.34035
2025-05-15,399006,,2076.042,2076.042,2043.097,2043.247,17673170258.0,0,2053.0262,2015.7473999999997,1972.85705
2025-05-16,399006,,2035.865,2050.888,2035.865,2039.445,16327575503.0,0,2058.5618,2026.4977,1978.3093500000002
2025-05-19,399006,,2038.048,2038.048,2017.167,2032.756,16591258693.0,0,2052.1702,2034.9703000000002,1984.5917000000002
2025-05-20,399006,,2041.496,2059.516,2025.855,2048.459,18531715006.0,0,2049.4098,2041.1752999999997,1991.57585
2025-05-21,399006,,2052.001,2077.481,2050.207,2065.39,17558827935.0,0,2045.8594,2048.0633,1999.1468499999999
2025-05-22,399006,,2065.413,2065.413,2043.894,2045.566,16978025799.0,0,2046.3232,2049.6747,2004.2092499999999
2025-05-23,399006,,2043.202,2060.093,2021.499,2021.499,17839165926.0,0,2042.734,2050.6479,2008.8626
2025-05-26,399006,,2016.37,2023.485,1991.785,2005.259,14778711915.0,0,2037.2345999999998,2044.7023999999997,2011.6674499999997
2025-05-27,399006,,2001.622,2001.622,1983.898,1991.643,15097227436.0,0,2025.8714,2037.6406,2014.4567000000002
2025-05-28,399006,,1996.488,2001.951,1981.668,1985.383,16073660505.0,0,2009.8700000000001,2027.8647,2016.36655
2025-05-29,399006,,1988.319,2016.214,1986.629,2012.548,19615377832.0,0,2003.2664,2024.7948000000001,2020.2711
2025-05-30,399006,,2002.732,2004.504,1988.186,1993.188,19207084090.0,0,1997.6042000000002,2020.1691000000003,2023.3334
2025-06-03,399006,,1986.543,2012.24,1985.567,2002.7,18511574738.0,0,1997.0924,2017.1634999999999,2026.0668999999998
2025-06-04,399006,,2009.374,2030.922,2009.374,2024.933,18504149321.0,0,2003.7504000000001,2014.8109,2027.9931000000001
2025-06-05,399006,,2026.631,2053.563,2014.435,2048.615,20848380812.0,0,2016.3968,2013.1334000000002,2030.5983499999998
2025-06-06,399006,,2047.866,2051.912,2034.098,2039.435,17810899136.0,0,2021.7741999999998,2012.5202999999997,2031.0974999999999
2025-06-09,399006,,2046.427,2075.58,2045.644,2061.291,20282746568.0,0,2035.3948,2016.4995,2033.5737000000001
2025-06-10,399006,,2057.97,2063.871,2023.168,2037.271,23768780842.0,0,2042.309,2019.7007,2032.2015499999998
2025-06-11,399006,,2044.284,2076.913,2044.284,2061.867,20845583085.0,0,2049.6958,2026.7231,2032.1818500000002
2025-06-12,399006,,2057.196,2076.838,2051.24,2067.154,21402132576.0,0,2053.4036,2034.9002,2031.3824499999998
2025-06-13,399006,,2054.967,2065.867,2036.963,2043.824,24178096873.0,0,2054.2814000000003,2038.0278000000003,2031.4112999999998
2025-06-16,399006,,2038.699,2062.423,2038.699,2057.323,20370262370.0,0,2053.4878,2044.4413,2032.3052
2025-06-17,399006,,2061.469,2063.084,2045.054,2049.943,21685353341.0,0,2056.0222000000003,2049.1656000000003,2033.16455
2025-06-18,399006,,2046.694,2059.376,2039.248,2054.729,21130444823.0,0,2054.5945999999994,2052.1452,2033.4780500000002
2025-06-19,399006,,2049.176,2057.765,2021.176,2026.817,22178848260.0,0,2046.5272,2049.9654,2031.5494000000003
2025-06-20,399006,,2026.881,2036.019,2007.507,2009.893,19030801593.0,0,2039.741,2047.0112000000001,2029.76575
2025-06-23,399006,,1996.962,2021.763,1996.962,2017.634,20025034128.0,0,2031.8031999999998,2042.6455,2029.5724999999998
2025-06-24,399006,,2024.702,2065.836,2024.702,2064.135,24784030051.0,0,2034.6416000000002,2045.3319,2032.5163
2025-06-25,399006,,2073.259,2133.034,2072.866,2128.392,26753719715.0,0,2049.3741999999997,2051.9844,2039.3537499999998
2025-06-26,399006,,2128.859,2142.21,2113.137,2114.425,26941120880.0,0,2066.8958000000002,2056.7115,2045.8058500000002
2025-06-27,399006,,2125.849,2146.036,2112.745,2124.344,24228122325.0,0,2089.786,2064.7635,2051.39565
2025-06-30,399006,,2132.931,2154.0,2128.78,2153.014,23847288167.0,0,2116.862,2074.3326,2059.38695
2025-07-01,399006,,2149.216,2152.918,2134.571,2147.919,24861511612.0,0,2133.6187999999997,2084.1302,2066.6479
2025-07-02,399006,,2140.14,2140.14,2118.552,2123.719,23427887136.0,0,2132.6842000000006,2091.0292,2071.5872
2025-07-03,399006,,2130.739,2168.61,2130.739,2164.088,21933757577.0,0,2142.6168000000002,2104.7563,2077.36085
2025-07-04,399006,,2168.346,2187.884,2153.621,2156.234,23229463094.0,0,2148.9948000000004,2119.3904,2083.2008
2025-07-07,399006,,2148.934,2155.686,2126.323,2130.186,18887255443.0,0,2144.4292,2130.6456,2086.64555
2025-07-08,399006,,2129.489,2183.057,2129.489,2181.077,22827282051.0,0,2151.0608,2142.3398,2093.8358500000004
2025-07-09,399006,,2179.317,2204.635,2179.109,2184.675,23366909133.0,0,2163.252,2147.9681,2099.97625
2025-07-10,399006,,2192.988,2199.71,2174.211,2189.577,22055990969.0,0,2168.3498,2155.4833000000003,2106.0974
2025-07-11,399006,,2190.007,2223.305,2181.186,2207.097,23842646073.0,0,2178.5224000000003,2163.7586,2114.26105
2025-07-14,399006,,2207.543,2208.076,2189.08,2197.068,20214601116.0,0,2191.8988,2168.1639999999998,2121.2483
2025-07-15,399006,,2211.405,2245.44,2209.902,2235.049,22484388681.0,0,2202.6932,2176.877,2130.5036
2025-07-16,399006,,2241.21,2259.635,2227.823,2230.194,20510981734.0,0,2211.797,2187.5245,2139.27685
2025-07-17,399006,,2228.524,2269.668,2228.524,2269.327,21348549257.0,0,2227.7470000000003,2198.0484,2151.40235
2025-07-18,399006,,2279.667,2296.911,2263.971,2277.152,21196707708.0,0,2241.758,2210.1402000000003,2164.7653
2025-07-21,399006,,2285.414,2297.136,2273.809,2296.883,22542405159.0,0,2261.721,2226.8099,2178.7277500000005
2025-07-22,399006,,2295.364,2313.459,2290.378,2310.856,24246464787.0,0,2276.8824,2239.7878,2191.0638000000004
2025-07-23,399006,,2308.114,2333.31,2304.63,2310.671,23415958182.0,0,2292.9777999999997,2252.3874000000005,2200.17775
2025-07-24,399006,,2319.252,2345.367,2318.417,2345.367,23323197809.0,0,2308.1858,2267.9664000000002,2211.72485
2025-07-25,399006,,2348.281,2350.062,2332.025,2340.056,22571518586.0,0,2320.7666,2281.2623,2222.51045
2025-07-28,399006,,2346.381,2366.507,2334.16,2362.6,21686423753.0,0,2333.9100000000003,2297.8154999999997,2232.9897499999997
2025-07-29,399006,,2362.775,2406.594,2355.375,2406.594,23071609941.0,0,2353.0575999999996,2314.9700000000003,2245.9235000000003
2025-07-30,399006,,2395.859,2395.885,2349.182,2367.684,25030490858.0,0,2364.4602000000004,2328.719,2258.12175
2025-07-31,399006,,2382.967,2394.216,2321.716,2328.313,25275364453.0,0,2361.0494000000003,2334.6176,2266.333
2025-08-01,399006,,2323.921,2348.015,2304.385,2322.627,22816838411.0,0,2357.5636,2339.1650999999997,2274.65265
2025-08-04,399006,,2307.373,2334.43,2304.483,2334.323,21183884781.0,0,2351.9082,2342.9091,2284.8595
2025-08-05,399006,,2349.436,2350.996,2323.739,2343.376,22517728715.0,0,2339.2646,2346.1611000000003,2292.97445
2025-08-06,399006,,2335.95,2359.823,2335.95,2358.955,25489331299.0,0,2337.5188,2350.9895,2301.68845
2025-08-07,399006,,2359.423,2372.683,2322.805,2342.861,25797855397.0,0,2340.4284,2350.7389,2309.35265
2025-08-08,399006,,2338.249,2353.988,2330.01,2333.959,24349547340.0,0,2342.6947999999998,2350.1292000000003,2315.69575
2025-08-11,399006,,2336.929,2384.86,2336.929,2379.816,24490980549.0,0,2351.7934,2351.8508,2324.83315
2025-08-12,399006,,2381.163,2409.398,2368.813,2409.398,24488379168.0,0,2364.9978,2352.1312000000003,2333.5506
2025-08-13,399006,,2417.469,2497.857,2414.482,2496.504,27243425162.0,0,2392.5076,2365.0132,2346.8661
2025-08-14,399006,,2496.627,2513.37,2463.858,2469.656,29313157882.0,0,2417.8666,2379.1475,2356.88255
2025-08-15,399006,,2464.666,2541.894,2464.666,2534.219,28003965052.0,0,2457.9186,2400.3067,2369.7359
2025-08-18,399006,,2549.552,2633.861,2529.249,2606.202,36132657522.0,0,2503.1958,2427.4946,2385.20185
2025-08-19,399006,,2596.578,2634.597,2586.948,2601.743,32436301630.0,0,2541.6648,2453.3313000000003,2399.7462
2025-08-20,399006,,2572.005,2608.0,2547.44,2607.653,28314502907.0,0,2563.8946,2478.2010999999998,2414.5953
2025-08-21,399006,,2614.915,2626.374,2582.054,2595.465,29243337744.0,0,2589.0564000000004,2503.4615000000003,2427.1002
2025-08-22,399006,,2587.529,2683.9,2587.529,2682.553,29381103128.0,0,2618.7232,2538.3208999999997,2444.22505
2025-08-25,399006,,2720.281,2782.014,2700.278,2762.99,35203654117.0,0,2650.0808,2576.6382999999996,2464.2445500000003
2025-08-26,399006,,2747.107,2773.24,2726.724,2742.127,30753111470.0,0,2678.1576,2609.9111999999996,2481.0212
2025-08-27,399006,,2747.5,2822.271,2723.198,2723.198,36360851590.0,0,2701.2666,2632.5806000000002,2498.7969000000003
2025-08-28,399006,,2707.339,2827.172,2707.339,2827.172,34102659746.0,0,2747.6079999999997,2668.3322,2523.73985
2025-08-29,399006,,2828.012,2933.992,2809.318,2890.125,28407515660.0,0,2789.1223999999997,2703.9228000000003,2552.1147499999997
2025-09-01,399006,,2914.642,2958.141,2886.73,2956.375,27601432122.0,0,2827.7994,2738.9401,2583.21735
2025-09-02,399006,,2951.03,2979.735,2839.923,2872.222,30044750940.0,0,2853.8183999999997,2765.988,2609.65965
2025-09-03,399006,,2882.843,2926.776,2859.507,2899.373,24412887208.0,0,2889.0534,2795.16,2636.68055
2025-09-04,399006,,2933.678,2956.411,2741.076,2776.248,25622951632.0,0,2878.8686000000002,2813.2383,2658.3499
2025-09-05,399006,,2789.909,2962.467,2775.17,2958.181,24152196489.0,0,2892.4798,2840.8010999999997,2689.561
2025-09-08,399006,,2964.428,2964.428,2883.261,2933.246,24641781610.0,0,2887.8540000000003,2857.8267,2717.2325
2025-09-09,399006,,2901.289,2924.575,2843.672,2867.969,21603226895.0,0,2887.0034,2870.4109,2740.1610499999997
2025-09-10,399006,,2890.052,2926.161,2860.262,2904.269,20144417977.0,0,2887.9826000000003,2888.518,2760.5492999999997
2025-09-11,399006,,2917.767,3053.749,2899.83,3053.749,24703471247.0,0,2943.4827999999998,2911.1757000000002,2789.7539500000003
2025-09-12,399006,,3024.104,3056.526,3009.902,3020.423,24405179818.0,0,2955.9312,2924.2054999999996,2814.0641499999997
2025-09-15,399006,,3052.059,3106.879,3044.688,3066.18,22487125918.0,0,2982.518,2935.186,2837.0630499999997
2025-09-16,399006,,3072.302,3089.781,3020.628,3087.04,24258725969.0,0,3026.3322,2956.6678,2861.3278999999998
2025-09-17,399006,,3085.71,3152.308,3064.769,3147.345,24420771086.0,0,3074.9474,2981.465,2888.3125
2025-09-18,399006,,3119.774,3168.679,3051.299,3095.851,31070737793.0,0,3083.3678,3013.4253,2913.3318
2025-09-19,399006,,3098.278,3128.379,3072.762,3091.003,22606373854.0,0,3097.4838,3026.7075,2933.7543
2025-09-22,399006,,3093.968,3107.887,3053.354,3107.887,19928929065.0,0,3105.8252,3044.1715999999997,2950.99915
2025-09-23,399006,,3139.5,3157.023,3041.461,3114.553,24911904186.0,0,3111.3278,3068.83,2969.62045
2025-09-24,399006,,3089.904,3185.837,3085.701,3185.571,22145764294.0,0,3118.9730000000004,3096.9602,2992.7391
2025-09-25,399006,,3167.752,3266.003,3161.076,3235.765,22694285845.0,0,3146.9558,3115.1618,3013.16875
2025-09-26,399006,,3222.187,3251.882,3150.843,3151.53,20924382005.0,0,3159.0612,3128.2725,3026.239
2025-09-29,399006,,3165.065,3259.42,3164.804,3238.012,20082588120.0,0,3185.0862,3145.4557,3040.32085
2025-09-30,399006,,3239.326,3279.018,3218.693,3238.16,19665152997.0,0,3209.8076,3160.5677,3058.6177500000003
2025-10-09,399006,,3251.04,3322.444,3243.706,3261.822,23035968624.0,0,3225.0578,3172.0153999999998,3076.7402
